,Item_Identifier,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1942,FDY55,Low Fat,0.0,Fruits and Vegetables,255.3988,OUT046,1997,Tier 1,Supermarket Type1,4625.9784
1943,FDX08,Low Fat,0.022696131,Fruits and Vegetables,179.9318,OUT018,2009,Tier 3,Supermarket Type2,2706.477
1944,FDV52,Regular,0.121709653,Frozen Foods,119.7466,OUT049,1999,Tier 1,Supermarket Type1,2003.3922
1945,NCQ50,Low Fat,0.034307348,Household,215.2218,OUT046,1997,Tier 1,Supermarket Type1,4701.8796
1946,NCK06,Low Fat,0.008639333,Household,122.2756,OUT013,1987,Tier 3,Supermarket Type1,2059.9852
1947,FDH33,Low Fat,0.122221269,Snack Foods,45.9428,OUT018,2009,Tier 3,Supermarket Type2,1274.3412
1948,DRH37,Low Fat,0.041608488,Soft Drinks,165.4526,OUT035,2004,Tier 2,Supermarket Type1,1644.526
1949,NCT42,Low Fat,0.024926013,Household,149.9392,OUT049,1999,Tier 1,Supermarket Type1,1491.392
1950,FDB29,Regular,0.052625179,Frozen Foods,113.4176,OUT018,2009,Tier 3,Supermarket Type2,1488.7288
1951,FDT36,Low Fat,0.0,Baking Goods,37.2874,OUT013,1987,Tier 3,Supermarket Type1,705.748
1952,FDH32,Low Fat,0.076060037,Fruits and Vegetables,95.141,OUT046,1997,Tier 1,Supermarket Type1,868.869
1953,NCC19,Low Fat,0.096862255,Household,193.982,OUT035,2004,Tier 2,Supermarket Type1,2316.984
1954,FDT28,Low Fat,0.06356617,Frozen Foods,151.3708,OUT046,1997,Tier 1,Supermarket Type1,3611.2992
1955,FDR49,Low Fat,0.0,Canned,46.5376,OUT013,1987,Tier 3,Supermarket Type1,575.2512
1956,NCW30,Low Fat,0.011007815,Household,259.5962,OUT035,2004,Tier 2,Supermarket Type1,2848.9582
1957,NCU41,LF,0.052054819,Health and Hygiene,189.1846,OUT046,1997,Tier 1,Supermarket Type1,2101.9306
1958,FDK40,Low Fat,0.021743592,Frozen Foods,263.191,OUT027,1985,Tier 3,Supermarket Type3,6574.775
1959,NCB31,Low Fat,0.118674359,Household,261.691,OUT046,1997,Tier 1,Supermarket Type1,3155.892
1960,NCB18,Low Fat,0.041091215,Household,89.5514,OUT027,1985,Tier 3,Supermarket Type3,3364.9532
1961,FDD40,Regular,0.014793357,Dairy,191.5162,OUT046,1997,Tier 1,Supermarket Type1,3078.6592
1962,FDE32,Low Fat,0.04874969,Fruits and Vegetables,37.5506,OUT035,2004,Tier 2,Supermarket Type1,113.8518
1963,NCV30,Low Fat,0.065932087,Household,64.851,OUT046,1997,Tier 1,Supermarket Type1,948.765
1964,NCU54,Low Fat,0.099024124,Household,208.527,OUT018,2009,Tier 3,Supermarket Type2,3145.905
1965,FDQ07,Regular,0.087762922,Fruits and Vegetables,221.5456,OUT018,2009,Tier 3,Supermarket Type2,2873.5928
1966,NCB19,LF,0.090278634,Household,86.7882,OUT035,2004,Tier 2,Supermarket Type1,1975.4286
1967,FDP60,Low Fat,0.0,Baking Goods,102.9016,OUT046,1997,Tier 1,Supermarket Type1,1922.8304
1968,FDE11,Regular,0.0,Starchy Foods,183.5924,OUT035,2004,Tier 2,Supermarket Type1,7033.5112
1969,FDO39,Regular,0.137580452,Meat,182.8608,OUT049,1999,Tier 1,Supermarket Type1,4042.7376
1970,FDB53,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,Tier 2,Supermarket Type1,3877.6192
1971,FDX28,Low Fat,0.0,Frozen Foods,100.7042,OUT027,1985,Tier 3,Supermarket Type3,3174.5344
1972,DRK59,Low Fat,0.075757177,Hard Drinks,233.8616,OUT018,2009,Tier 3,Supermarket Type2,937.4464
1973,FDX46,Regular,0.057835325,Snack Foods,57.5562,OUT027,1985,Tier 3,Supermarket Type3,2548.0166
1974,NCL19,Low Fat,0.015708023,Others,143.447,OUT045,2002,Tier 2,Supermarket Type1,2576.646
1975,FDW19,Regular,0.038313981,Fruits and Vegetables,109.957,OUT027,1985,Tier 3,Supermarket Type3,4504.137
1976,FDY07,Low Fat,0.0,Fruits and Vegetables,45.9402,OUT027,1985,Tier 3,Supermarket Type3,872.8638
1977,FDM52,Low Fat,0.025993423,Frozen Foods,147.4076,OUT046,1997,Tier 1,Supermarket Type1,2808.3444
1978,NCG42,Low Fat,0.041291929,Household,130.131,OUT049,1999,Tier 1,Supermarket Type1,1038.648
1979,DRA59,Regular,0.128449055,Soft Drinks,186.5924,OUT018,2009,Tier 3,Supermarket Type2,4442.2176
1980,FDC22,Regular,0.136984147,Snack Foods,192.682,OUT018,2009,Tier 3,Supermarket Type2,2703.148
1981,FDV60,Regular,0.205484395,Baking Goods,198.011,OUT019,1985,Tier 1,Grocery Store,392.822
1982,FDB51,Low Fat,0.038446805,Dairy,63.5852,OUT035,2004,Tier 2,Supermarket Type1,751.0224
1983,FDW32,Regular,0.094488071,Fruits and Vegetables,87.1882,OUT045,2002,Tier 2,Supermarket Type1,515.3292
1984,NCN17,Low Fat,0.055162827,Health and Hygiene,100.3358,OUT018,2009,Tier 3,Supermarket Type2,904.8222
1985,FDO36,Low Fat,0.078034976,Baking Goods,178.066,OUT049,1999,Tier 1,Supermarket Type1,3954.852
1986,NCN54,Low Fat,0.021369722,Household,75.8328,OUT045,2002,Tier 2,Supermarket Type1,154.4656
1987,FDR59,Regular,0.063962842,Breads,263.1594,OUT049,1999,Tier 1,Supermarket Type1,2616.594
1988,NCC31,LF,0.033259081,Household,154.2972,OUT010,1998,Tier 3,Grocery Store,1090.5804
1989,NCC18,Low Fat,0.177629525,Household,173.9422,OUT045,2002,Tier 2,Supermarket Type1,2414.1908
1990,FDP57,low fat,0.052434201,Snack Foods,103.999,OUT035,2004,Tier 2,Supermarket Type1,1857.582
1991,DRD49,Low Fat,0.16817143,Soft Drinks,237.7564,OUT045,2002,Tier 2,Supermarket Type1,3813.7024
1992,DRI47,Low Fat,0.035016091,Hard Drinks,144.3128,OUT010,1998,Tier 3,Grocery Store,431.4384
1993,NCO54,Low Fat,0.014262413,Household,57.1614,OUT013,1987,Tier 3,Supermarket Type1,331.5684
1994,FDJ07,Low Fat,0.014353676,Meat,115.515,OUT027,1985,Tier 3,Supermarket Type3,1631.21
1995,NCI42,Low Fat,0.010381661,Household,207.8954,OUT049,1999,Tier 1,Supermarket Type1,2292.3494
1996,FDW46,Regular,0.070444232,Snack Foods,63.4484,OUT045,2002,Tier 2,Supermarket Type1,1043.9744
1997,FDS01,Low Fat,0.031069203,Canned,179.6686,OUT019,1985,Tier 1,Grocery Store,177.7686
1998,FDU33,Regular,0.134057426,Snack Foods,45.3402,OUT027,1985,Tier 3,Supermarket Type3,918.804
1999,FDE20,Regular,0.005525913,Fruits and Vegetables,168.279,OUT013,1987,Tier 3,Supermarket Type1,2376.906
2000,DRC01,Regular,0.019107027,Soft Drinks,48.4692,OUT027,1985,Tier 3,Supermarket Type3,1034.6532
2001,DRJ35,Low Fat,0.046545786,Hard Drinks,59.9878,OUT013,1987,Tier 3,Supermarket Type1,484.7024
2002,FDQ24,Low Fat,0.073966786,Baking Goods,250.5724,OUT018,2009,Tier 3,Supermarket Type2,4026.7584
2003,FDY33,Regular,0.096730427,Snack Foods,159.0262,OUT027,1985,Tier 3,Supermarket Type3,5887.6694
2004,NCV17,Low Fat,0.016104504,Health and Hygiene,130.2626,OUT035,2004,Tier 2,Supermarket Type1,2360.9268
2005,FDM01,reg,0.095102092,Breakfast,104.4332,OUT017,2007,Tier 2,Supermarket Type1,2870.9296
2006,DRJ47,Low Fat,0.044430561,Hard Drinks,174.208,OUT018,2009,Tier 3,Supermarket Type2,2596.62
2007,FDA40,Regular,0.099271209,Frozen Foods,88.5856,OUT046,1997,Tier 1,Supermarket Type1,878.856
2008,FDQ46,Low Fat,0.104023565,Snack Foods,112.4544,OUT045,2002,Tier 2,Supermarket Type1,2013.3792
2009,NCI29,Low Fat,0.032687702,Health and Hygiene,140.9154,OUT045,2002,Tier 2,Supermarket Type1,1134.5232
2010,FDD05,Low Fat,0.016679143,Frozen Foods,119.3098,OUT018,2009,Tier 3,Supermarket Type2,1928.1568
2011,NCO18,Low Fat,0.024651269,Household,179.5686,OUT046,1997,Tier 1,Supermarket Type1,1422.1488
2012,FDW34,Low Fat,0.035780385,Snack Foods,241.317,OUT017,2007,Tier 2,Supermarket Type1,3645.255
2013,FDP15,Low Fat,0.083536071,Meat,255.433,OUT027,1985,Tier 3,Supermarket Type3,9227.988
2014,FDZ59,Regular,0.104445322,Baking Goods,167.25,OUT018,2009,Tier 3,Supermarket Type2,1830.95
2015,DRL60,Low Fat,0.047377447,Soft Drinks,150.6682,OUT019,1985,Tier 1,Grocery Store,457.4046
2016,FDI50,Regular,0.030816999,Canned,230.8352,OUT013,1987,Tier 3,Supermarket Type1,3435.528
2017,FDX33,Regular,0.117462619,Snack Foods,158.9578,OUT035,2004,Tier 2,Supermarket Type1,2246.4092
2018,NCR54,Low Fat,0.090562192,Household,198.211,OUT046,1997,Tier 1,Supermarket Type1,1964.11
2019,FDV27,Regular,0.070017381,Meat,89.3514,OUT019,1985,Tier 1,Grocery Store,177.1028
2020,NCT06,Low Fat,0.067824456,Household,167.7842,OUT019,1985,Tier 1,Grocery Store,165.7842
2021,FDB38,Regular,0.027341529,Canned,158.292,OUT035,2004,Tier 2,Supermarket Type1,3994.8
2022,FDS13,Low Fat,0.0,Canned,263.1884,OUT018,2009,Tier 3,Supermarket Type2,2914.8724
2023,FDU59,Low Fat,0.096536082,Breads,162.8552,OUT049,1999,Tier 1,Supermarket Type1,3574.0144
2024,FDS34,Regular,0.076387367,Snack Foods,112.1518,OUT027,1985,Tier 3,Supermarket Type3,3870.9612
2025,FDY57,reg,0.121153331,Snack Foods,97.3752,OUT013,1987,Tier 3,Supermarket Type1,958.752
2026,FDU37,Regular,0.10400212,Canned,79.796,OUT027,1985,Tier 3,Supermarket Type3,4074.696
2027,FDL25,Regular,0.131458247,Breakfast,90.5804,OUT018,2009,Tier 3,Supermarket Type2,183.7608
2028,FDZ49,Regular,0.133352623,Canned,219.7798,OUT049,1999,Tier 1,Supermarket Type1,2644.5576
2029,FDN46,Regular,0.145220646,Snack Foods,103.1332,OUT018,2009,Tier 3,Supermarket Type2,1845.5976
2030,FDD46,Low Fat,0.247321039,Snack Foods,152.3998,OUT019,1985,Tier 1,Grocery Store,153.7998
2031,FDX51,Regular,0.022054553,Meat,195.4452,OUT035,2004,Tier 2,Supermarket Type1,4502.1396
2032,DRE12,Low Fat,0.070721656,Soft Drinks,113.286,OUT013,1987,Tier 3,Supermarket Type1,1471.418
2033,FDI56,Low Fat,0.093385381,Fruits and Vegetables,91.3146,OUT046,1997,Tier 1,Supermarket Type1,1641.8628
2034,FDU31,Regular,0.02498633,Fruits and Vegetables,216.7508,OUT035,2004,Tier 2,Supermarket Type1,3038.7112
2035,FDY16,Regular,0.092226754,Frozen Foods,184.4266,OUT046,1997,Tier 1,Supermarket Type1,3504.1054
2036,FDJ60,Regular,0.062882112,Baking Goods,164.1184,OUT017,2007,Tier 2,Supermarket Type1,2807.0128
2037,FDE45,Low Fat,0.040323731,Fruits and Vegetables,180.0002,OUT013,1987,Tier 3,Supermarket Type1,4656.6052
2038,FDX12,Regular,0.026064486,Baking Goods,241.8196,OUT046,1997,Tier 1,Supermarket Type1,4097.3332
2039,FDL04,Low Fat,0.111923422,Frozen Foods,106.5622,OUT046,1997,Tier 1,Supermarket Type1,2117.244
2040,FDY59,Low Fat,0.031397503,Baking Goods,91.3462,OUT035,2004,Tier 2,Supermarket Type1,1388.193
2041,FDY22,Regular,0.159690469,Snack Foods,142.4128,OUT035,2004,Tier 2,Supermarket Type1,575.2512
2042,FDA02,Regular,0.052040539,Dairy,143.1786,OUT019,1985,Tier 1,Grocery Store,288.9572
2043,NCO30,Low Fat,0.01581384,Household,183.2608,OUT017,2007,Tier 2,Supermarket Type1,2940.1728
2044,FDB32,Low Fat,0.041063069,Fruits and Vegetables,93.5778,OUT019,1985,Tier 1,Grocery Store,187.7556
2045,FDO32,Low Fat,0.120731024,Fruits and Vegetables,46.506,OUT049,1999,Tier 1,Supermarket Type1,652.484
2046,FDX44,Low Fat,0.043141572,Fruits and Vegetables,90.4172,OUT018,2009,Tier 3,Supermarket Type2,1249.0408
2047,DRB24,Low Fat,0.020693619,Soft Drinks,153.1656,OUT017,2007,Tier 2,Supermarket Type1,1853.5872
2048,FDW48,Low Fat,0.008539208,Baking Goods,81.2618,OUT035,2004,Tier 2,Supermarket Type1,402.809
2049,FDM34,Low Fat,0.067722325,Snack Foods,130.8626,OUT018,2009,Tier 3,Supermarket Type2,1573.9512
2050,FDI35,Low Fat,0.041291169,Starchy Foods,180.7634,OUT046,1997,Tier 1,Supermarket Type1,2181.1608
2051,DRE25,Low Fat,0.072928316,Soft Drinks,94.412,OUT027,1985,Tier 3,Supermarket Type3,1304.968
2052,FDM52,Low Fat,0.025988508,Frozen Foods,146.6076,OUT035,2004,Tier 2,Supermarket Type1,2364.9216
2053,FDR21,Low Fat,0.066935459,Snack Foods,177.537,OUT046,1997,Tier 1,Supermarket Type1,3175.866
2054,NCK30,Low Fat,0.102065622,Household,254.2698,OUT010,1998,Tier 3,Grocery Store,1775.6886
2055,NCJ06,Low Fat,0.060672263,Household,119.8782,OUT019,1985,Tier 1,Grocery Store,238.3564
2056,FDB34,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,2004,Tier 2,Supermarket Type1,610.5386
2057,DRI13,Low Fat,0.020310046,Soft Drinks,218.0508,OUT013,1987,Tier 3,Supermarket Type1,3038.7112
2058,FDA10,Low Fat,0.142618182,Snack Foods,123.2072,OUT017,2007,Tier 2,Supermarket Type1,1225.072
2059,FDF26,Regular,0.046898544,Canned,153.7998,OUT017,2007,Tier 2,Supermarket Type1,922.7988
2060,DRM35,LF,0.070587419,Hard Drinks,176.9344,OUT045,2002,Tier 2,Supermarket Type1,5888.3352
2061,NCJ42,Low Fat,0.01438222,Household,102.2332,OUT017,2007,Tier 2,Supermarket Type1,3075.996
2062,FDY24,Regular,0.133382115,Baking Goods,55.0298,OUT013,1987,Tier 3,Supermarket Type1,647.1576
2063,NCN54,Low Fat,0.021326471,Household,76.1328,OUT046,1997,Tier 1,Supermarket Type1,772.328
2064,NCU30,Low Fat,0.034874689,Household,161.721,OUT046,1997,Tier 1,Supermarket Type1,2446.815
2065,FDN01,Low Fat,0.072511335,Breakfast,177.437,OUT049,1999,Tier 1,Supermarket Type1,3528.74
2066,FDG09,Regular,0.047704151,Fruits and Vegetables,187.2556,OUT027,1985,Tier 3,Supermarket Type3,4506.1344
2067,FDI34,reg,0.085268317,Snack Foods,229.7668,OUT049,1999,Tier 1,Supermarket Type1,3916.2356
2068,DRK47,Low Fat,0.064194304,Hard Drinks,229.4694,OUT045,2002,Tier 2,Supermarket Type1,2055.3246
2069,FDO45,Regular,0.038011783,Snack Foods,89.6856,OUT049,1999,Tier 1,Supermarket Type1,703.0848
2070,FDC15,Low Fat,0.17824575,Dairy,158.1288,OUT049,1999,Tier 1,Supermarket Type1,3299.7048
2071,FDT12,Regular,0.049722335,Baking Goods,224.5062,OUT045,2002,Tier 2,Supermarket Type1,4514.124
2072,FDN32,Low Fat,0.015591925,Fruits and Vegetables,184.8266,OUT045,2002,Tier 2,Supermarket Type1,2766.399
2073,NCP18,Low Fat,0.028656248,Household,149.3708,OUT045,2002,Tier 2,Supermarket Type1,1203.7664
2074,NCN53,Low Fat,0.030330202,Health and Hygiene,35.4874,OUT013,1987,Tier 3,Supermarket Type1,388.1614
2075,NCK19,Low Fat,0.151420934,Others,194.3478,OUT010,1998,Tier 3,Grocery Store,387.4956
2076,FDI45,LF,0.037549969,Fruits and Vegetables,176.1054,OUT013,1987,Tier 3,Supermarket Type1,4027.4242
2077,FDU40,Low Fat,0.062606583,Frozen Foods,192.2478,OUT010,1998,Tier 3,Grocery Store,387.4956
2078,FDQ12,Low Fat,0.035482562,Baking Goods,231.401,OUT045,2002,Tier 2,Supermarket Type1,2526.711
2079,FDQ55,Regular,0.013035609,Fruits and Vegetables,114.7834,OUT035,2004,Tier 2,Supermarket Type1,3455.502
2080,FDK24,Low Fat,0.177354373,Baking Goods,46.6744,OUT019,1985,Tier 1,Grocery Store,135.8232
2081,FDH48,Low Fat,0.060603014,Baking Goods,85.554,OUT045,2002,Tier 2,Supermarket Type1,1731.08
2082,FDV08,Low Fat,0.028571132,Fruits and Vegetables,40.8454,OUT013,1987,Tier 3,Supermarket Type1,587.2356
2083,NCO06,Low Fat,0.180820798,Household,35.9558,OUT010,1998,Tier 3,Grocery Store,67.9116
2084,DRL60,Low Fat,0.027169589,Soft Drinks,151.0682,OUT018,2009,Tier 3,Supermarket Type2,1829.6184
2085,FDW34,Low Fat,0.035549527,Snack Foods,244.117,OUT013,1987,Tier 3,Supermarket Type1,5346.374
2086,FDR37,Regular,0.066237024,Breakfast,183.1292,OUT035,2004,Tier 2,Supermarket Type1,6385.022
2087,FDH38,Low Fat,0.010497273,Canned,118.3808,OUT017,2007,Tier 2,Supermarket Type1,2812.3392
2088,FDA57,LF,0.039451625,Snack Foods,39.548,OUT027,1985,Tier 3,Supermarket Type3,1358.232
2089,FDR43,Low Fat,0.161817014,Fruits and Vegetables,37.819,OUT045,2002,Tier 2,Supermarket Type1,219.714
2090,NCN19,Low Fat,0.01209726,Others,188.853,OUT035,2004,Tier 2,Supermarket Type1,3225.801
2091,FDC03,Regular,0.071786706,Dairy,193.3794,OUT013,1987,Tier 3,Supermarket Type1,780.3176
2092,FDU14,Low Fat,0.034584356,Dairy,248.375,OUT027,1985,Tier 3,Supermarket Type3,10236.675
2093,FDY49,Regular,0.021031586,Canned,164.7184,OUT019,1985,Tier 1,Grocery Store,495.3552
2094,NCM31,Low Fat,0.0816559,Others,143.3154,OUT017,2007,Tier 2,Supermarket Type1,2836.308
2095,FDA56,Low Fat,0.008757492,Fruits and Vegetables,120.8414,OUT013,1987,Tier 3,Supermarket Type1,2071.3038
2096,FDV01,Regular,0.0,Canned,154.6314,OUT027,1985,Tier 3,Supermarket Type3,6515.5188
2097,DRL23,Low Fat,0.015291576,Hard Drinks,106.1938,OUT013,1987,Tier 3,Supermarket Type1,1607.907
2098,FDL24,Regular,0.024875871,Baking Goods,173.0422,OUT013,1987,Tier 3,Supermarket Type1,2069.3064
2099,FDP45,Regular,0.030686952,Snack Foods,253.4724,OUT045,2002,Tier 2,Supermarket Type1,1510.0344
2100,FDI48,Regular,0.055672032,Baking Goods,50.5666,OUT013,1987,Tier 3,Supermarket Type1,922.7988
2101,FDL58,Regular,0.074451126,Snack Foods,264.5568,OUT018,2009,Tier 3,Supermarket Type2,6327.7632
2102,NCQ06,Low Fat,0.0420611,Household,254.1014,OUT017,2007,Tier 2,Supermarket Type1,3315.0182
2103,DRN36,Low Fat,0.087854925,Soft Drinks,95.9752,OUT019,1985,Tier 1,Grocery Store,95.8752
2104,FDB14,Regular,0.102226474,Canned,91.312,OUT027,1985,Tier 3,Supermarket Type3,3075.996
2105,FDF09,Low Fat,0.012173543,Fruits and Vegetables,36.4848,OUT045,2002,Tier 2,Supermarket Type1,447.4176
2106,NCR50,Low Fat,0.01181025,Household,154.634,OUT013,1987,Tier 3,Supermarket Type1,4287.752
2107,NCT18,Low Fat,0.059405152,Household,179.6976,OUT046,1997,Tier 1,Supermarket Type1,3621.952
2108,FDV44,Regular,0.040069806,Fruits and Vegetables,190.7188,OUT017,2007,Tier 2,Supermarket Type1,1904.188
2109,FDV16,Regular,0.082861686,Frozen Foods,32.6558,OUT013,1987,Tier 3,Supermarket Type1,679.116
2110,FDB04,Regular,0.06292013,Dairy,88.9856,OUT027,1985,Tier 3,Supermarket Type3,3515.424
2111,FDW25,Low Fat,0.037217847,Canned,86.8224,OUT027,1985,Tier 3,Supermarket Type3,1448.7808
2112,FDC20,Low Fat,0.0,Fruits and Vegetables,57.1272,OUT035,2004,Tier 2,Supermarket Type1,279.636
2113,FDC21,Regular,0.042923071,Fruits and Vegetables,109.8254,OUT013,1987,Tier 3,Supermarket Type1,1627.881
2114,FDY04,Regular,0.042468413,Frozen Foods,162.421,OUT035,2004,Tier 2,Supermarket Type1,1468.089
2115,FDD29,Low Fat,0.018439138,Frozen Foods,254.7698,OUT049,1999,Tier 1,Supermarket Type1,5073.396
2116,FDY39,Regular,0.0,Meat,182.0608,OUT027,1985,Tier 3,Supermarket Type3,7717.9536
2117,FDX39,Regular,0.049634817,Meat,212.5586,OUT013,1987,Tier 3,Supermarket Type1,3165.879
2118,FDU21,Regular,0.076839735,Snack Foods,34.9558,OUT049,1999,Tier 1,Supermarket Type1,373.5138
2119,FDL15,Low Fat,0.081651443,Meat,152.5682,OUT019,1985,Tier 1,Grocery Store,152.4682
2120,FDC02,Low Fat,0.069102831,Canned,259.9278,OUT018,2009,Tier 3,Supermarket Type2,6768.5228
2121,FDN02,Low Fat,0.07376631,Canned,208.5638,OUT013,1987,Tier 3,Supermarket Type1,2691.8294
2122,FDB59,Low Fat,0.015309885,Snack Foods,197.6084,OUT045,2002,Tier 2,Supermarket Type1,2380.9008
2123,DRC27,Low Fat,0.058339153,Dairy,246.2802,OUT018,2009,Tier 3,Supermarket Type2,1228.401
2124,FDS56,Regular,0.064871045,Fruits and Vegetables,262.1252,OUT010,1998,Tier 3,Grocery Store,786.9756
2125,DRP35,Low Fat,0.091051579,Hard Drinks,127.4336,OUT045,2002,Tier 2,Supermarket Type1,894.8352
2126,DRY23,Regular,0.109265987,Soft Drinks,42.3112,OUT049,1999,Tier 1,Supermarket Type1,980.0576
2127,FDW22,Regular,0.030413777,Snack Foods,221.3114,OUT018,2009,Tier 3,Supermarket Type2,2217.114
2128,FDO13,Low Fat,0.061405051,Breakfast,166.3526,OUT017,2007,Tier 2,Supermarket Type1,1973.4312
2129,NCK53,Low Fat,0.037734334,Health and Hygiene,98.1042,OUT018,2009,Tier 3,Supermarket Type2,2678.5134
2130,FDV51,Low Fat,0.032538896,Meat,165.7842,OUT046,1997,Tier 1,Supermarket Type1,2652.5472
2131,NCV41,Low Fat,0.017135155,Health and Hygiene,109.8228,OUT017,2007,Tier 2,Supermarket Type1,1657.842
2132,FDE32,Low Fat,0.048718334,Fruits and Vegetables,38.7506,OUT013,1987,Tier 3,Supermarket Type1,227.7036
2133,FDD57,Low Fat,0.037492325,Fruits and Vegetables,95.5094,OUT010,1998,Tier 3,Grocery Store,95.2094
2134,FDF17,Low Fat,0.042687151,Frozen Foods,195.911,OUT049,1999,Tier 1,Supermarket Type1,2946.165
2135,FDW11,Low Fat,0.048741487,Breads,60.4194,OUT013,1987,Tier 3,Supermarket Type1,990.7104
2136,FDZ47,Regular,0.07929647,Baking Goods,97.2042,OUT046,1997,Tier 1,Supermarket Type1,1686.4714
2137,NCM29,Low Fat,0.01774202,Health and Hygiene,129.6626,OUT017,2007,Tier 2,Supermarket Type1,1836.2764
2138,DRG15,Low Fat,0.076855207,Dairy,59.3536,OUT049,1999,Tier 1,Supermarket Type1,1470.0864
2139,FDK08,Regular,0.204713036,Fruits and Vegetables,101.0016,OUT010,1998,Tier 3,Grocery Store,202.4032
2140,NCJ31,Low Fat,0.183686937,Others,241.8196,OUT017,2007,Tier 2,Supermarket Type1,1687.1372
2141,NCF43,Low Fat,0.052239735,Household,141.947,OUT017,2007,Tier 2,Supermarket Type1,2004.058
2142,FDX15,LF,0.156541861,Meat,162.4578,OUT049,1999,Tier 1,Supermarket Type1,2888.2404
2143,FDJ40,Regular,0.049579883,Frozen Foods,110.0912,OUT035,2004,Tier 2,Supermarket Type1,1965.4416
2144,DRO47,Low Fat,0.187841082,Hard Drinks,112.486,OUT010,1998,Tier 3,Grocery Store,113.186
2145,FDF10,Regular,0.15717236,Snack Foods,149.1418,OUT049,1999,Tier 1,Supermarket Type1,588.5672
2146,FDU27,Regular,0.172446822,Meat,47.1376,OUT017,2007,Tier 2,Supermarket Type1,767.0016
2147,NCJ43,Low Fat,0.027222517,Household,174.0396,OUT017,2007,Tier 2,Supermarket Type1,2093.2752
2148,DRC12,Low Fat,0.037826873,Soft Drinks,189.7188,OUT046,1997,Tier 1,Supermarket Type1,2285.0256
2149,FDV33,Regular,0.027386122,Snack Foods,259.2304,OUT049,1999,Tier 1,Supermarket Type1,4649.9472
2150,FDY46,Low Fat,0.047964395,Snack Foods,185.0898,OUT049,1999,Tier 1,Supermarket Type1,2993.4368
2151,FDT03,Low Fat,0.01005532,Meat,183.1608,OUT017,2007,Tier 2,Supermarket Type1,2756.412
2152,FDR25,Regular,0.138846289,Canned,263.7884,OUT027,1985,Tier 3,Supermarket Type3,1324.942
2153,FDB56,Regular,0.074778547,Fruits and Vegetables,186.3556,OUT045,2002,Tier 2,Supermarket Type1,3567.3564
2154,FDP11,Low Fat,0.069491408,Breads,218.2166,OUT017,2007,Tier 2,Supermarket Type1,4789.7652
2155,FDJ40,Regular,0.049349121,Frozen Foods,108.6912,OUT027,1985,Tier 3,Supermarket Type3,3057.3536
2156,FDL22,Low Fat,0.036383293,Snack Foods,91.0488,OUT035,2004,Tier 2,Supermarket Type1,1086.5856
2157,FDX47,Regular,0.034604343,Breads,157.8288,OUT046,1997,Tier 1,Supermarket Type1,2514.0608
2158,DRG27,Low Fat,0.184035253,Dairy,42.2138,OUT019,1985,Tier 1,Grocery Store,40.6138
2159,DRA12,Low Fat,0.040911824,Soft Drinks,142.3154,OUT013,1987,Tier 3,Supermarket Type1,2552.6772
2160,FDY14,Low Fat,0.069981909,Dairy,263.0226,OUT013,1987,Tier 3,Supermarket Type1,6079.4198
2161,FDX52,Regular,0.073541072,Frozen Foods,192.282,OUT019,1985,Tier 1,Grocery Store,386.164
2162,FDS58,Regular,0.021049215,Snack Foods,161.0578,OUT045,2002,Tier 2,Supermarket Type1,2406.867
2163,FDD39,Low Fat,0.07044068,Dairy,216.885,OUT018,2009,Tier 3,Supermarket Type2,6275.165
2164,FDT31,Low Fat,0.012467648,Fruits and Vegetables,188.1872,OUT049,1999,Tier 1,Supermarket Type1,2458.1336
2165,FDV16,Regular,0.145200948,Frozen Foods,35.4558,OUT019,1985,Tier 1,Grocery Store,135.8232
2166,FDB51,Low Fat,0.038422076,Dairy,62.5852,OUT013,1987,Tier 3,Supermarket Type1,438.0964
2167,FDT23,Regular,0.074731477,Breads,77.5986,OUT046,1997,Tier 1,Supermarket Type1,1947.465
2168,FDD28,Low Fat,0.0,Frozen Foods,60.5904,OUT017,2007,Tier 2,Supermarket Type1,410.1328
2169,FDR33,Low Fat,0.026830586,Snack Foods,108.057,OUT049,1999,Tier 1,Supermarket Type1,2087.283
2170,FDZ20,Low Fat,0.034501016,Fruits and Vegetables,255.7356,OUT017,2007,Tier 2,Supermarket Type1,2543.356
2171,FDL21,Regular,0.007160908,Snack Foods,39.348,OUT045,2002,Tier 2,Supermarket Type1,719.064
2172,DRB01,Low Fat,0.082170947,Soft Drinks,190.953,OUT013,1987,Tier 3,Supermarket Type1,2466.789
2173,FDJ36,Regular,0.214681063,Baking Goods,102.7332,OUT010,1998,Tier 3,Grocery Store,205.0664
2174,NCN43,Low Fat,0.011314423,Others,122.973,OUT010,1998,Tier 3,Grocery Store,123.173
2175,FDP26,Low Fat,0.244338986,Dairy,105.9306,OUT019,1985,Tier 1,Grocery Store,209.0612
2176,FDC14,Regular,0.06904249,Canned,41.4454,OUT010,1998,Tier 3,Grocery Store,41.9454
2177,FDG60,Low Fat,0.060405784,Baking Goods,234.5616,OUT027,1985,Tier 3,Supermarket Type3,6796.4864
